,is_attack,P101,P203,P205,P301,P401,P601,MV301,MV302,MV304,UV401,MV101,MV201,MV303,FIT101,LIT101,AIT202,AIT203,FIT201,DPIT301,FIT301,LIT301,AIT402,FIT401,LIT401,AIT501,AIT502,AIT503,AIT504,FIT501,FIT502,FIT503,FIT504,PIT501,PIT502,PIT503,FIT601,AIT201
8636,0,1,1,1,1,2,1,1,1,1,2,1,1,1,0.0,819.4013,9.29107952,256.9341,0.000256303,1.13643634,0.000512443,1009.0762300000001,7.69033575,0.7980024,914.1117550000001,7.73987436,69.00795,1016.21381,24.8397846,0.8021020000000001,0.3601896,0.6089044,0.20946095899999997,159.991028,2.867395,114.489876,0.00032037900000000003,143.841324
6303,0,1,1,1,1,2,1,1,1,1,2,1,1,1,0.0,821.363953,9.225712,250.320435,0.000384455,1.23887575,0.000512443,1008.67566,10.663932800000001,0.797490239,861.855957,7.73314571,70.69981999999999,1016.2778900000001,24.6475258,0.7991541,0.316638917,0.608264267,0.211895064,160.728012,2.883414,115.050629,0.00032037900000000003,144.03358500000002
9126,0,1,1,1,1,2,1,1,1,1,2,1,1,1,0.0,820.107849,9.169955999999999,246.5778,0.000512607,1.242077,0.000512443,1007.67432,7.17764664,0.7985146,843.0915,7.74884653,67.88003,1016.2778900000001,24.7628822,0.8024865390000001,0.35660305600000003,0.6080081999999999,0.21202318399999998,159.718658,2.867395,114.24955,0.000256303,143.777237
12330,0,1,1,1,2,2,1,1,2,1,2,1,1,1,0.0,820.6574,9.110357,244.296341,0.000384455,12.5744286,1.730519,1112.61536,5.203794,0.8022280340000001,822.0585,7.74083567,65.67546999999999,1016.2778900000001,47.103305799999994,0.8023584,0.35340079999999996,0.607112,0.20984529,158.725327,2.49895883,113.640732,0.00032037900000000003,128.30043
9938,0,1,1,1,2,2,1,1,2,1,2,1,1,1,0.0,819.8331,9.013266,239.86157200000002,0.000384455,12.5104036,1.7215513,1024.0,6.5367856,0.801972,867.546753,7.74436045,69.3411942,1016.21381,24.9166889,0.8023584,0.3742795,0.6103126999999999,0.210101515,159.830811,2.8513759999999997,114.34568,0.000256303,144.001541
14406,0,2,2,2,2,2,1,1,2,1,2,1,2,1,0.0,755.1445309999999,9.326006,231.735458,2.32979846,12.2735128,1.71898913,810.649536,3.94770575,0.8035085,862.9325560000001,7.754294,62.85568000000001,1016.21381,24.9166889,0.80915153,0.3573716,0.6064718370000001,0.20997341,158.54908799999998,2.49895883,113.52858,0.00032037900000000003,131.697
9963,0,1,1,1,2,2,1,1,2,1,2,1,1,1,0.0,821.0892,8.990195,239.8872,0.000384455,12.5680265,1.7236011000000002,1024.0,6.5624199999999995,0.800307333,871.238159,7.75397348,68.77724,1016.21381,24.9166889,0.802871048,0.36697834700000004,0.610568762,0.210613966,159.798767,2.8513759999999997,114.40976699999999,0.000256303,144.097672
10899,0,2,2,2,1,2,1,1,1,1,2,1,2,1,0.0,616.8178,9.20039749,266.00872799999996,2.31685519,1.11402774,0.000384332,934.5360000000001,5.53704166,0.801972,979.4027,7.74596262,66.85465,1016.2778900000001,25.1089458,0.8044091459999999,0.37107724,0.608264267,0.210101515,159.590485,2.93147087,114.3617,0.00032037900000000003,116.31633000000001
3897,0,1,1,1,1,2,1,1,1,1,2,1,1,1,0.0,821.1677,9.191425,242.1943,0.000384455,1.229272,0.000512443,1007.87463,15.5344782,0.796209753,823.865662,7.695975999999999,69.93078609999999,1016.2778900000001,24.5706234,0.799282253,0.316382736,0.6108248000000001,0.20978124399999998,160.599854,2.93147087,114.87438999999999,0.000256303,144.514221
4655,0,1,1,1,2,2,1,1,2,1,2,1,1,1,0.0,820.6574,9.059088000000001,235.78569,0.000512607,12.5936356,1.711943,802.078,14.2014866,0.7958255999999999,885.0423,7.709753999999999,69.62318,1016.2778900000001,24.5321712,0.799666762,0.34007942700000005,0.61184907,0.21202318399999998,160.4076,2.94748974,114.84234599999999,0.000256303,144.45013400000002
7772,0,2,2,2,2,2,1,1,2,1,2,1,2,1,0.0,623.6871,9.390092999999998,261.522675,2.323391,12.449580000000001,1.71207118,848.3001,9.202767999999999,0.799026847,959.1771,7.73667049,69.85388,1016.2778900000001,24.724429999999998,0.799282253,0.307416439,0.6104407310000001,0.20984529,160.19931,2.867395,114.68213700000001,0.000256303,143.64906299999998
5990,0,1,1,1,1,2,1,1,1,1,2,1,1,1,0.0,821.442444,9.293002,256.7803,0.000384455,1.200461,0.000512443,1007.15363,11.1766214,0.79774636,906.6137,7.72545528,71.00743,1016.21381,24.609073600000002,0.799282253,0.316126555,0.6104407310000001,0.21202318399999998,160.29544099999998,2.883414,114.826324,0.00032037900000000003,143.777237
10732,0,2,2,2,2,2,2,1,2,1,2,1,2,1,0.0,677.9344,9.198795,268.110748,2.32108426,12.47199,1.7164270000000001,863.08,5.6395800000000005,0.801972,999.2438,7.747565,67.3417053,1016.1497199999999,24.724429999999998,0.8022302,0.34648394600000004,0.608264267,0.20984529,159.6065,2.883414,114.34568,0.00032037900000000003,115.867729
2269,0,2,2,2,2,2,1,1,2,1,2,1,2,1,0.0,693.007446,9.476608,244.37322999999998,2.32890153,12.686471899999999,1.71553016,828.954163,22.558320000000002,0.7991549,934.4527,7.664573,66.95719,1016.2778900000001,24.8397846,0.8003076309999999,0.345459223,0.61184907,0.20990935,160.695969,3.01156569,115.11471599999999,0.00032037900000000003,144.16175800000002
13648,1,1,1,1,2,2,1,1,2,1,2,1,1,1,0.0,820.892944,8.814599000000001,233.247879,0.000512607,12.119854,1.70720291,979.236145,3.92207122,0.8023561,778.2235,7.753653,62.3173561,1016.2778900000001,25.0320435,0.806716263,0.36928397399999996,0.6078802,0.209653124,158.725327,2.49895883,113.640732,0.00032037900000000003,128.49269099999998
11093,1,1,1,1,1,2,1,1,1,1,2,1,1,1,0.0,546.9087,9.177006,264.3681,0.000256303,1.11402774,0.000512443,1009.3566300000001,5.28069735,0.7986426999999999,950.7562,7.749487400000001,67.0340958,1016.2778900000001,25.1089458,0.8036401,0.37363904700000006,0.6076241,0.20958907899999998,159.44628899999998,2.93147087,114.121376,0.00032037900000000003,116.31633000000001
10072,0,1,1,1,2,2,1,1,2,1,2,1,0,1,0.0,820.1864,8.987311,239.50268599999998,0.000384455,12.487995100000001,1.71898913,784.975037,6.639322999999999,0.8023561,889.541138,7.74083567,68.4952545,1016.21381,24.9935913,0.8022302,0.35545024299999994,0.6108248000000001,0.20990935,159.814789,2.8513759999999997,114.3617,0.000256303,144.097672
10904,0,2,2,2,1,2,1,1,1,1,2,1,2,1,0.0,615.8758,9.20039749,266.06,2.316727,1.11402774,0.000384332,935.8578,5.383235,0.8076061,978.7875,7.74275827,66.95719,1016.2778900000001,25.1089458,0.8022302,0.36697834700000004,0.610568762,0.209653124,159.6706,2.93147087,114.3617,0.00032037900000000003,116.31633000000001
12633,1,1,1,1,2,2,1,1,2,1,2,1,1,1,0.0,820.8144530000001,9.03153,239.682129,0.000384455,12.5232086,1.72129512,1035.7921099999999,3.46065116,0.79966706,874.7757,7.74884653,62.086643200000005,1016.2778900000001,24.8397846,0.8024865390000001,0.36633790000000005,0.609032452,0.20990935,158.949631,2.54701567,113.800949,0.00032037900000000003,128.460648
6610,0,1,1,1,1,2,1,1,1,1,2,1,1,1,0.0,821.678,9.144642999999999,245.116638,0.000384455,1.29009545,0.000512443,1009.5568800000001,10.53576,0.796209753,818.0594480000001,7.736991000000001,70.2384,1016.2778900000001,24.7628822,0.7991541,0.29678493699999997,0.610184669,0.21202318399999998,160.19931,2.867395,114.63407099999999,0.00032037900000000003,144.03358500000002
10403,1,2,2,2,2,2,1,1,2,1,2,1,2,1,0.0,673.695068,9.394258500000001,256.67776499999997,2.32621026,12.439976699999999,1.71322417,821.223755,6.511151,0.8035085,944.104065,7.749487400000001,67.62369,1016.2778900000001,25.0320435,0.8041528,0.37376713799999994,0.610568762,0.20990935,159.7507,2.8513759999999997,114.393745,0.00032037900000000003,143.80928
805,0,1,1,1,1,2,1,1,1,1,2,2,1,1,4.38458824,702.388855,9.251667,248.782364,0.000512607,1.31890643,0.000512443,1009.3165300000001,43.629837,0.7992829,883.0812380000001,7.57453251,74.59626,1016.2778900000001,26.723917,0.8009485,0.35609070000000004,0.6144096,0.211831018,161.272751,3.05962253,115.515251,0.00032037900000000003,143.136368
6509,0,1,1,1,1,2,1,1,1,1,2,1,1,1,0.0,821.285461,9.169315,246.398361,0.000384455,1.29009545,0.000512443,1009.677,10.3819532,0.79966706,830.0948490000001,7.72353268,70.1358643,1016.2778900000001,24.609073600000002,0.797616,0.3012681,0.6104407310000001,0.212087229,160.4877,2.899433,114.97052,0.00032037900000000003,144.001541
14601,0,2,2,2,2,2,1,1,2,1,2,1,2,1,0.0,665.452,9.311907000000001,244.16816699999998,2.32249379,12.1678724,1.711943,833.4001,3.8708023999999996,0.801972,896.8854369999999,7.754294,62.88131329999999,1016.30994,25.1089458,0.806972563,0.35570642399999997,0.6057037,0.20997341,158.436935,2.49895883,113.40041399999998,0.00032037900000000003,131.536789
2373,0,2,2,2,2,2,1,1,2,1,2,1,2,1,0.0,644.5695,9.466994999999999,249.52575699999997,2.32787633,12.6896725,1.71937346,841.6912,21.9174576,0.7964658,952.102051,7.668098,67.59805,1016.2778900000001,25.0320435,0.799666762,0.327142328,0.6127453,0.20978124399999998,160.6479,3.01156569,115.06665,0.00032037900000000003,144.16175800000002
12474,0,1,1,1,2,2,1,1,2,1,2,1,1,1,0.0,820.1864,9.082158999999999,241.937958,0.000384455,12.5232086,1.72603524,1089.38416,3.35811329,0.8069659,847.1674,7.746283,65.1884155,1016.2778900000001,24.4168167,0.8041528,0.36236712299999996,0.6078802,0.20984529,158.949631,2.53099656,113.784927,0.00032037900000000003,128.460648
7398,0,2,2,2,2,2,1,1,2,1,2,1,2,1,0.0,797.537537,9.371508,235.888229,2.33325863,12.4623852,1.71898913,800.9565,9.76672649,0.7992829,896.6547,7.734748,69.495,1016.2778900000001,24.6475258,0.80146116,0.305495083,0.610568762,0.20997341,160.359528,2.867395,114.68213700000001,0.000256303,143.937454
767,0,1,1,1,1,2,1,1,1,1,2,2,1,1,4.38106537,669.0632320000001,9.251347,249.730835,0.000256303,1.31890643,0.000512443,1009.47675,44.86029,0.7992829,889.8103,7.574853,74.90387,1016.2778900000001,26.9161758,0.799666762,0.325861424,0.614025533,0.211831018,161.17661999999999,3.05962253,115.435143,0.00032037900000000003,143.136368
4468,0,1,1,1,2,2,1,1,2,1,2,1,1,1,0.0,821.638733,9.096258,236.9136,0.000512607,12.6640625,1.71898913,866.364441,14.5603695,0.799411,852.5121460000001,7.70943356,69.62318,1016.2778900000001,24.609073600000002,0.7991541,0.34840527200000004,0.6104407310000001,0.211895064,160.359528,2.94748974,114.74621599999999,0.000256303,144.482178
3724,0,1,1,1,1,2,1,1,1,1,2,1,1,1,0.0,820.029358,9.233402,244.552673,0.000384455,1.17485118,0.000512443,1007.87463,15.8933611,0.7949292659999999,849.1669,7.689567,70.2384,1016.2778900000001,24.609073600000002,0.799282253,0.3065198,0.6104407310000001,0.211831018,160.56781,2.93147087,114.76223799999998,0.000256303,144.418091
5280,0,2,2,2,2,2,1,1,2,1,2,1,2,1,0.0,545.534851,9.417971000000001,264.18866,2.31954646,12.487995100000001,1.71117437,866.1241,12.66342,0.7992829,988.6311,7.71391964,70.62292,1016.2778900000001,24.5321712,0.7991541,0.34353786700000005,0.6110809,0.20990935,160.679947,2.93147087,115.002563,0.00032037900000000003,143.80928
7560,0,2,2,2,2,2,1,1,2,1,2,1,2,1,0.0,722.8003,9.400667,251.422714,2.32723546,12.5232086,1.71911728,823.386658,9.741092,0.7992829,924.8398,7.72898,69.75134,1016.2778900000001,24.724429999999998,0.8017175,0.289355725,0.609928668,0.20984529,160.21533200000002,2.867395,114.68213700000001,0.000256303,143.64906299999998
6777,0,1,1,1,2,2,1,1,2,1,2,1,1,1,0.0,821.638733,9.101385,242.80954,0.000384455,12.289519300000002,1.73820567,987.8877560000001,10.458856599999999,0.7958255999999999,790.8357,7.72577572,69.90515,1016.2778900000001,24.724429999999998,0.797744155,0.29793775100000003,0.6108248000000001,0.211895064,160.16726699999998,2.867395,114.650093,0.00032037900000000003,144.03358500000002
5018,0,2,2,2,2,2,1,1,2,1,2,1,2,1,0.0,662.7043,9.408358,255.165344,2.32582569,12.5360136,1.71488953,833.9609,13.35555,0.796721935,946.988,7.70783138,70.57165,1016.2778900000001,24.3399124,0.7995386,0.347636729,0.6104407310000001,0.2115748,160.551788,2.899433,114.9545,0.00032037900000000003,143.873367
6661,0,1,1,1,1,2,1,1,1,1,2,1,1,1,0.0,820.304138,9.131185,244.552673,0.000384455,1.33491266,0.000512443,1007.9146699999999,10.3819532,0.7972341,809.6001,7.730262,70.1615,1016.2778900000001,24.6475258,0.797744155,0.29435122,0.610568762,0.212087229,160.279419,2.867395,114.71417199999999,0.00032037900000000003,144.001541
6772,0,1,1,1,2,2,1,1,2,1,2,1,1,1,0.0,821.207,9.101385,242.80954,0.000384455,9.770152000000001,1.81174123,989.209534,10.4844913,0.7992829,791.3356,7.72577572,69.90515,1016.2778900000001,24.8013325,0.797744155,0.296656847,0.6108248000000001,0.211895064,160.16726699999998,2.867395,114.650093,0.00032037900000000003,144.03358500000002
6278,0,1,1,1,1,2,1,1,1,1,2,1,1,1,0.0,821.2462,9.230518,250.70494100000002,0.000384455,1.229272,0.000512443,1009.7171,10.843373300000001,0.7985146,866.2779,7.73314571,70.64855,1016.2778900000001,24.724429999999998,0.797872365,0.303701818,0.610568762,0.211190462,160.599854,2.883414,114.826324,0.00032037900000000003,143.841324
5893,0,1,1,1,1,2,1,1,1,1,2,2,1,1,4.3865099999999995,800.2067,9.315432000000001,259.113037,0.000384455,1.200461,0.000512443,1008.3552199999999,11.253524800000001,0.799411,922.9556,7.725135000000001,71.0587,1016.21381,24.609073600000002,0.798385,0.315742284,0.610568762,0.211446673,160.551788,2.93147087,114.9545,0.00032037900000000003,143.80928
8396,0,1,1,1,1,2,1,1,1,1,2,2,1,1,4.38490868,665.569763,9.356767999999999,266.62393199999997,0.000256303,1.13643634,0.000512443,1008.31519,8.049218,0.800947547,950.179443,7.73987436,69.52064,1016.21381,24.8013325,0.80158937,0.33713334799999994,0.6103126999999999,0.212087229,159.975,2.867395,114.55396299999998,0.00032037900000000003,143.841324
14511,0,2,2,2,2,2,1,1,2,1,2,1,2,1,0.0,707.256165,9.325365,239.220718,2.3285169999999997,12.1710739,1.711943,820.9834,3.84516788,0.8050451,882.2353519999999,7.759421000000001,62.88131329999999,1016.21381,25.1089458,0.808126152,0.36569744299999996,0.6076241,0.20997341,158.54908799999998,2.49895883,113.62471000000001,0.00032037900000000003,131.697
3439,0,1,1,1,1,2,1,1,1,1,2,1,1,1,0.0,821.8742679999999,9.310625,249.42321800000002,0.000384455,1.13323522,0.000512443,1007.9146699999999,16.5598564,0.7973621999999999,892.117432,7.6889259999999995,69.93078609999999,1016.2778900000001,24.5706234,0.8012048,0.363135666,0.6104407310000001,0.20990935,160.840164,2.96350884,115.146759,0.000256303,144.321976
12994,0,1,1,1,1,2,1,1,2,1,2,1,1,1,0.0,820.4611,8.936363,236.27275099999997,0.000384455,1.494974,0.000512443,1025.8187300000002,3.74263,0.8005634,833.170959,7.7578187000000005,62.41989,1016.2778900000001,24.5706234,0.8041528,0.36697834700000004,0.6083923000000001,0.20997341,158.8535,2.56303453,113.6888,0.000256303,128.460648
2609,0,2,2,2,2,2,1,1,2,1,2,1,2,1,0.0,538.626343,9.462831,258.062042,2.32108426,12.6384535,1.718733,871.3311,20.123045,0.7997951,992.707,7.670982,68.39272,1016.2778900000001,24.8013325,0.802871048,0.356474966,0.61184907,0.20990935,160.679947,3.01156569,115.050629,0.00032037900000000003,144.097672
11713,1,1,1,1,1,2,1,1,1,1,2,2,1,1,4.390033,638.8386,9.319597,261.727753,0.00076891,1.24527824,0.000512443,1112.57532,4.56293249,0.8022280340000001,858.6260000000001,7.7568574,65.06024000000001,1016.21381,25.147398000000003,0.804024637,0.374023318,0.6080081999999999,0.20990935,159.590485,2.899433,114.28159299999999,0.000256303,128.2043
12249,0,1,1,1,2,2,1,1,2,1,1,1,1,1,0.0,821.207,9.136312,245.8344,0.000384455,12.5360136,1.72770071,1112.61536,4.35785675,0.469428271,807.715942,7.736991000000001,63.24019620000001,1016.2778900000001,24.9935913,0.46001026,0.0017932629999999998,0.766123652,0.27390062800000003,217.027679,192.1475,168.178024,0.00032037900000000003,128.26838700000002
13336,1,1,1,1,1,2,1,1,2,1,2,1,1,1,0.0,821.207,8.878364999999999,234.40142799999998,0.000384455,1.49817526,0.000512443,1025.8187300000002,3.99897456,0.8044049,782.607,7.7578187000000005,62.80441,1016.2778900000001,25.1089458,0.8027429,0.38388627799999997,0.608264267,0.20997341,158.517044,2.49895883,113.432457,0.00032037900000000003,128.49269099999998
2857,0,2,2,2,1,2,1,1,1,1,2,2,2,1,4.380104,550.0489,9.461549,264.0605,2.32300639,1.13323522,0.000640553,962.6538,19.0976677,0.7960816999999999,978.018433,7.676108999999999,69.39246,1016.2778900000001,24.609073600000002,0.7991541,0.346355855,0.6110809,0.2112545,160.920273,2.96350884,115.13073700000001,0.00032037900000000003,144.16175800000002
3167,0,1,1,1,1,2,1,1,1,1,2,2,1,1,4.37209749,766.0568,9.37343,256.395782,0.000384455,1.13323522,0.000512443,1007.95471,17.38016,0.7986426999999999,931.1074,7.6841197,69.64881,1016.2778900000001,24.5706234,0.7995386,0.37389522799999997,0.609800637,0.20958907899999998,160.872208,2.97952771,115.050629,0.000256303,144.1938
9334,0,1,1,1,1,2,1,1,1,1,2,1,1,1,0.0,821.0499,9.132786999999999,243.75801099999998,0.000512607,1.27729046,0.000512443,1007.2738,7.17764664,0.7997951,812.1764,7.744039999999999,66.85465,1016.2778900000001,24.9935913,0.8017175,0.352247983,0.6078802,0.2117029,159.798767,2.867395,114.425789,0.000256303,144.129715
9371,0,1,1,1,1,2,1,1,1,1,2,1,1,1,0.0,820.5789,9.122212,243.5273,0.000512607,1.27408922,0.000512443,1007.5141,7.075108999999999,0.8028683000000001,804.2553,7.74275827,67.0340958,1016.2778900000001,24.8397846,0.804280937,0.365953624,0.608264267,0.20997341,160.00705,2.867395,114.66611499999999,0.000384455,143.9695
8787,0,1,1,1,1,2,1,1,1,1,2,1,1,1,0.0,820.4611,9.259037,253.44782999999998,0.000512607,1.17485118,0.000512443,1007.95471,7.66470146,0.8010756370000001,890.6178,7.73827267,68.443985,1016.21381,24.8397846,0.8021020000000001,0.36672216700000004,0.6104407310000001,0.21029368,159.991028,2.867395,114.602028,0.000256303,143.841324
3507,0,1,1,1,1,2,1,1,1,1,2,1,1,1,0.0,821.363953,9.288196000000001,248.449112,0.000384455,1.13323522,0.000512443,1007.8345300000001,16.303512599999998,0.79966706,882.2738,7.6914897,70.18713000000001,1016.2778900000001,24.609073600000002,0.7995386,0.346099675,0.610568762,0.21202318399999998,160.695969,2.96350884,115.050629,0.000256303,144.321976
1619,0,1,1,1,2,2,1,1,2,1,2,1,1,1,0.0,823.444336,9.069983,240.6306,0.000512607,12.7665024,1.72731626,924.0419310000001,28.890028000000004,0.79774636,821.9431,7.640541000000001,66.67520999999999,1016.2778900000001,25.2243023,0.80146116,0.344818771,0.612105131,0.211895064,160.4877,3.04360366,114.97052,0.000256303,143.29658500000002
5954,0,1,1,1,1,2,1,1,1,1,2,1,1,1,0.0,821.2462,9.292682000000001,257.19046000000003,0.000384455,1.200461,0.000512443,1009.15631,11.125352900000001,0.7985146,913.881042,7.72417355,71.57139000000001,1016.21381,24.609073600000002,0.8017175,0.31625464600000003,0.6104407310000001,0.212087229,160.551788,2.883414,114.9545,0.00032037900000000003,143.80928
13515,1,1,1,1,2,2,1,1,2,1,2,1,1,1,0.0,819.8724,8.843117,233.888748,0.000512607,11.5436325,1.60842955,1024.13647,3.97334027,0.7997951,757.305847,7.75461435,62.41989,1016.2778900000001,25.1089458,0.8031274,0.369412065,0.608264267,0.211190462,158.54908799999998,2.49895883,113.36837,0.00032037900000000003,128.49269099999998
10810,0,2,2,2,1,2,1,1,1,1,2,1,2,1,0.0,659.603333,9.191425,266.829,2.3208279999999997,1.117229,0.000256221,893.921448,5.6395800000000005,0.8022280340000001,993.2453,7.75108957,67.23917,1016.2778900000001,25.1089458,0.8021020000000001,0.3548098,0.608264267,0.20984529,159.63855,2.819338,114.34568,0.00032037900000000003,116.636757
6099,0,1,1,1,1,2,1,1,1,1,2,1,1,1,0.0,820.304138,9.272494,254.55011000000002,0.000384455,1.200461,0.000512443,1008.916,10.920276600000001,0.797490239,893.501648,7.726737,70.9049,1016.1497199999999,24.7628822,0.8017175,0.313820928,0.610184669,0.20978124399999998,160.7921,2.883414,115.16278100000001,0.00032037900000000003,143.777237
11321,0,2,2,2,1,2,1,1,1,1,2,1,2,1,0.0,511.85595700000005,9.1856575,257.293,2.31621432,1.11402774,0.000512443,1040.198,4.84491158,0.8041488,916.995667,7.753011999999999,66.05998000000001,1016.2778900000001,25.1089458,0.806716263,0.366594076,0.6080081999999999,0.209653124,159.6065,2.899433,114.44181100000002,0.00032037900000000003,116.41246000000001
3300,0,1,1,1,1,2,1,1,1,1,2,1,1,1,0.0,821.1677,9.344271,252.6788,0.000384455,1.13323522,0.000512443,1007.87463,16.9443741,0.7958255999999999,911.8047,7.689567,69.59754000000001,1016.2778900000001,24.609073600000002,0.80158937,0.34712436799999996,0.610184669,0.20997341,160.71199,3.01156569,115.03460700000001,0.000256303,144.321976
10423,1,2,2,2,2,2,1,1,2,1,2,1,2,1,0.0,662.0369999999999,9.393618,257.549347,2.323391,12.4559832,1.71565819,823.8273,6.30607557,0.8047890659999999,949.2181400000001,7.744681,67.54678,1016.2778900000001,25.0320435,0.8023584,0.34648394600000004,0.610952854,0.20997341,159.718658,2.8513759999999997,114.393745,0.00032037900000000003,143.841324
6956,0,1,1,1,2,2,1,1,2,1,2,1,1,1,0.0,821.1677,9.063894,241.2971,0.000384455,12.635252000000001,1.72193563,931.251648,10.2794151,0.796209753,820.558838,7.72865963,69.62318,1016.2778900000001,24.7628822,0.799282253,0.293070316,0.6108248000000001,0.21202318399999998,160.151245,2.867395,114.66611499999999,0.00032037900000000003,144.03358500000002
8697,0,1,1,1,1,2,1,1,1,1,2,1,1,1,0.0,820.892944,9.281146000000001,255.4986,0.000512607,1.13643634,0.000512443,1008.43536,7.6390667,0.8022280340000001,905.4217,7.741797,68.7516,1016.21381,24.8397846,0.8023584,0.37376713799999994,0.6104407310000001,0.21112640000000002,159.95898400000002,2.867395,114.425789,0.00032037900000000003,143.841324
1035,0,1,1,1,1,2,1,1,1,1,2,1,1,1,0.0,823.1303,9.200077,244.86029100000002,0.000512607,1.33811378,0.000640553,1010.23779,38.22097,0.7965939000000001,848.2825,7.60369158,70.75109,1016.2778900000001,26.10869,0.7990259,0.34238505399999997,0.6123611999999999,0.211895064,160.856186,3.04360366,115.274933,0.000256303,143.200455
4609,0,1,1,1,2,2,1,1,2,1,2,1,1,1,0.0,821.0499,9.061331,235.78569,0.000512607,12.648057000000001,1.71950161,817.3385,14.3296595,0.7971060999999999,876.352234,7.70494747,70.05896,1016.2778900000001,24.4168167,0.7986414000000001,0.326501876,0.6112088999999999,0.210229635,160.63188200000002,2.94748974,114.9545,0.000256303,144.57830800000002
4087,0,1,1,1,2,2,1,1,0,2,2,1,1,1,0.0,821.285461,9.148488,240.06665,0.000384455,6.73538637,1.81020391,994.9372,15.1499615,0.7955694999999999,794.7962,7.704306599999999,69.77698000000001,1016.2778900000001,24.724429999999998,0.797872365,0.321506351,0.6103126999999999,0.212087229,160.695969,2.899433,114.922455,0.000256303,144.45013400000002
2386,0,2,2,2,2,2,1,1,2,1,2,1,2,1,0.0,638.2498,9.476929,250.19226099999997,2.32787633,12.6704655,1.71501768,843.4536,21.8918228,0.7992829,952.2174,7.66168928,67.31607,1016.2778900000001,24.7628822,0.80146116,0.326501876,0.6114649999999999,0.211895064,160.679947,3.01156569,115.002563,0.00032037900000000003,144.289932
9404,0,1,1,1,1,2,1,1,1,1,2,1,1,1,0.0,820.5004,9.094336,243.117157,0.000512607,1.27408922,0.000512443,1007.434,6.99820566,0.8013316999999999,800.986938,7.749808,67.41861,1016.2778900000001,24.8397846,0.8023584,0.362239033,0.6085203,0.20997341,159.991028,2.867395,114.58600600000001,0.000384455,143.9695
10798,0,2,2,2,1,2,1,1,1,1,2,1,2,1,0.0,662.5473,9.18021,267.290436,2.32403159,1.117229,0.000256221,888.8346,5.76775169,0.801972,995.2448,7.747565,67.05973,1016.2778900000001,25.2243023,0.804280937,0.35839632200000004,0.610952854,0.20984529,159.63855,2.883414,114.3617,0.00032037900000000003,116.28428600000001
14889,0,2,2,2,2,2,1,1,2,1,2,1,2,1,0.0,535.8002,9.315111,254.883362,2.31852126,12.254305800000001,1.7175799999999999,869.9692380000001,3.66572666,0.8028683000000001,943.2966,7.76198435,63.77851999999999,1016.2778900000001,25.0320435,0.8065880540000001,0.3687716,0.6057037,0.20990935,158.6292,2.49895883,113.62471000000001,0.00032037900000000003,131.536789
12322,0,1,1,1,2,2,1,1,2,1,2,1,1,1,0.0,820.892944,9.12798,244.527039,0.000384455,12.641653999999999,1.72910988,1112.61536,5.203794,0.8028683000000001,821.5586,7.74307871,65.29095459999999,1016.2778900000001,44.334785499999995,0.8041528,0.356474966,0.6057037,0.20984529,158.8535,2.49895883,113.640732,0.00032037900000000003,128.30043
6009,0,1,1,1,1,2,1,1,1,1,2,1,1,1,0.0,821.678,9.293963,256.3445,0.000384455,1.200461,0.000512443,1008.95605,11.1766214,0.7955694999999999,906.383,7.72417355,70.67419,1016.21381,24.609073600000002,0.799282253,0.321378261,0.610184669,0.21202318399999998,160.439636,2.883414,114.906433,0.00032037900000000003,143.777237
14606,0,2,2,2,2,2,1,1,2,1,2,1,2,1,0.0,665.138,9.309023,244.34761,2.32210946,12.177475900000001,1.711943,832.7593,3.71699572,0.804532945,897.539063,7.7578187000000005,62.88131329999999,1016.30994,24.9166889,0.8072289,0.3432817,0.606343865,0.20990935,158.565109,2.49895883,113.51255800000001,0.00032037900000000003,131.536789
5747,0,1,1,1,1,2,1,1,1,1,2,2,1,1,4.37722158,681.2316,9.343630000000001,266.06,0.000384455,1.21006465,0.000512443,1008.3552199999999,11.6380415,0.7980024,943.5273,7.721610000000001,71.31505,1016.21381,24.609073600000002,0.8008203,0.316767,0.6078802,0.21202318399999998,160.439636,2.93147087,114.89041100000001,0.00032037900000000003,143.841324
2082,0,2,2,2,2,2,1,1,2,1,2,1,2,1,0.0,781.090637,9.4702,229.889771,2.3364625,12.552019999999999,1.71898913,807.8858,24.0707512,0.7983866,906.0369,7.655281,66.1881561,1016.2778900000001,24.7628822,0.799282253,0.3546817,0.609928668,0.211895064,160.63188200000002,3.02758455,115.082672,0.00032037900000000003,144.321976
9829,1,1,1,1,2,2,1,1,2,1,2,1,1,1,0.0,819.5976,9.0389,240.2461,0.000384455,12.5136051,1.72142327,1024.0,6.280441000000001,0.7980024,850.4358,7.742438000000001,70.2384,1016.21381,24.8397846,0.80158937,0.35570642399999997,0.610568762,0.21202318399999998,159.991028,2.8513759999999997,114.40976699999999,0.000384455,144.03358500000002
5095,0,2,2,2,2,2,1,1,2,1,2,1,2,1,0.0,629.9283,9.422136,258.369659,2.323391,12.5392151,1.71437716,843.4536,13.099205,0.7959536309999999,957.1777,7.71616268,70.9305344,1016.2778900000001,24.6475258,0.798385,0.33802998100000003,0.609928668,0.211831018,160.535767,2.93147087,114.98654199999999,0.00032037900000000003,143.80928
