,Rule,Conf_yes,Numrowstrue,Outof
534,P205=one && PIT503=LT,0.4085142373837045,1449,3547
535,P205=one && FIT601=GT,0.21445783132530122,1068,4980
536,P205=one && FIT601=LT,0.08663532572196105,387,4467
537,P205=one && AIT201=GT,0.01693480101608806,120,7086
538,P205=one && AIT201=LT,0.565438373570521,1335,2361
539,P301=one && P301=two,0.0,0,0
540,P301=one && P401=two,0.14231014677728143,1115,7835
541,P301=one && P401=one,0.0,0,0
542,P301=one && P601=one,0.14236465781409602,1115,7832
543,P301=one && P601=two,0.0,0,0
544,P301=one && MV301=one,0.1426378406038122,1115,7817
545,P301=one && MV301=zero,0.0,0,0
546,P301=one && MV301=two,0.0,0,0
547,P301=one && MV302=one,0.09835829493087557,683,6944
548,P301=one && MV302=zero,0.0,0,0
549,P301=one && MV302=two,0.5064478311840562,432,853
550,P301=one && MV304=one,0.14396384764364106,1115,7745
551,P301=one && MV304=zero,0.0,0,0
552,P301=one && MV304=two,0.0,0,0
553,P301=one && UV401=two,0.14236465781409602,1115,7832
554,P301=one && UV401=one,0.0,0,0
555,P301=one && MV101=one,0.15652833049080916,826,5277
556,P301=one && MV101=zero,0.08181818181818182,9,110
557,P301=one && MV101=two,0.11437908496732026,280,2448
558,P301=one && MV201=two,0.09161704076958314,200,2183
559,P301=one && MV201=zero,0.3076923076923077,16,52
560,P301=one && MV201=one,0.16053571428571428,899,5600
561,P301=one && MV303=one,0.14364854418964185,1115,7762
562,P301=one && MV303=zero,0.0,0,0
563,P301=one && MV303=two,0.0,0,0
564,P301=one && FIT101=LT,0.12634974056934511,901,7131
565,P301=one && FIT101=GT,0.3039772727272727,214,704
566,P301=one && LIT101=GT,0.16303553151045475,1115,6839
567,P301=one && LIT101=LT,0.0,0,0
568,P301=one && AIT202=GT,0.09331875939335975,683,7319
569,P301=one && AIT202=LT,0.8372093023255814,432,516
570,P301=one && AIT203=LT,0.5296296296296297,429,809
571,P301=one && AIT203=GT,0.09765124555160143,686,7025
572,P301=one && FIT201=GT,0.0624332977588047,117,1874
573,P301=one && FIT201=LT,0.16742157356148296,998,5961
574,P301=one && DPIT301=LT,0.14236465781409602,1115,7832
575,P301=one && DPIT301=GT,0.0,0,0
576,P301=one && FIT301=LT,0.14231014677728143,1115,7835
577,P301=one && FIT301=GT,0.0,0,0
578,P301=one && LIT301=LT,0.03790230354517236,232,6121
579,P301=one && LIT301=GT,0.5151691948658109,883,1714
580,P301=one && AIT402=GT,0.0,0,0
581,P301=one && AIT402=LT,0.4818496110630942,1115,2314
582,P301=one && FIT401=LT,0.01789505611161662,59,3297
583,P301=one && FIT401=GT,0.23270163067430585,1056,4538
584,P301=one && LIT401=GT,0.12007332722273144,917,7637
585,P301=one && LIT401=LT,1.0,198,198
586,P301=one && AIT501=LT,0.0,0,0
587,P301=one && AIT501=GT,0.3860803324099723,1115,2888
588,P301=one && AIT502=GT,0.0,0,0
589,P301=one && AIT502=LT,0.39496989018774353,1115,2823
590,P301=one && AIT503=GT,0.1541548236080923,922,5981
591,P301=one && AIT503=LT,0.10409924487594391,193,1854
592,P301=one && AIT504=GT,0.25553369404820464,1039,4065
593,P301=one && AIT504=LT,0.020164499867338818,76,3769
594,P301=one && FIT501=LT,0.004307250538406317,18,4179
595,P301=one && FIT501=GT,0.300054704595186,1097,3655
596,P301=one && FIT502=LT,0.019253624910862847,81,4207
597,P301=one && FIT502=GT,0.2850055126791621,1034,3628
598,P301=one && FIT503=GT,0.01854231687167248,101,5447
599,P301=one && FIT503=LT,0.42462311557788945,1014,2388
600,P301=one && FIT504=GT,0.04021363493559535,128,3183
601,P301=one && FIT504=LT,0.21216680997420465,987,4652
602,P301=one && PIT501=GT,0.0,0,0
603,P301=one && PIT501=LT,0.4081259150805271,1115,2732
604,P301=one && PIT502=GT,0.09803057025279248,667,6804
605,P301=one && PIT502=LT,0.43452958292919497,448,1031
606,P301=one && PIT503=GT,0.0,0,0
607,P301=one && PIT503=LT,0.40238181162035364,1115,2771
608,P301=one && FIT601=GT,0.13617810760667903,734,5390
609,P301=one && FIT601=LT,0.1558282208588957,381,2445
610,P301=one && AIT201=GT,0.0,0,0
611,P301=one && AIT201=LT,0.5,1115,2230
612,P301=two && P401=two,0.1132839782092471,811,7159
613,P301=two && P401=one,0.0,0,0
614,P301=two && P601=one,0.11695990770118257,811,6934
615,P301=two && P601=two,0.0,0,0
616,P301=two && MV301=one,0.11325233905879067,811,7161
617,P301=two && MV301=zero,0.0,0,0
618,P301=two && MV301=two,0.0,0,0
619,P301=two && MV302=one,0.0,0,0
620,P301=two && MV302=zero,0.0,0,0
621,P301=two && MV302=two,0.11717959832394163,811,6921
622,P301=two && MV304=one,0.11813546977421704,811,6865
623,P301=two && MV304=zero,0.0,0,0
624,P301=two && MV304=two,0.0,0,0
625,P301=two && UV401=two,0.11716266974862756,811,6922
626,P301=two && UV401=one,0.0,0,0
627,P301=two && MV101=one,0.11360134472615212,811,7139
628,P301=two && MV101=zero,0.0,0,0
629,P301=two && MV101=two,0.0,0,0
630,P301=two && MV201=two,0.07910750507099391,273,3451
631,P301=two && MV201=zero,0.0,0,0
632,P301=two && MV201=one,0.1464742717124966,538,3672
633,P301=two && MV303=one,0.11341071178856105,811,7151
634,P301=two && MV303=zero,0.0,0,0
635,P301=two && MV303=two,0.0,0,0
636,P301=two && FIT101=LT,0.11325233905879067,811,7161
637,P301=two && FIT101=GT,0.0,0,0
638,P301=two && LIT101=GT,0.11874084919472913,811,6830
639,P301=two && LIT101=LT,0.0,0,0
640,P301=two && AIT202=GT,0.07724393635099645,500,6472
641,P301=two && AIT202=LT,0.45203488372093026,311,688
642,P301=two && AIT203=LT,0.24721780604133545,311,1258
643,P301=two && AIT203=GT,0.08470269354565475,500,5903
644,P301=two && FIT201=GT,0.08240265620283731,273,3313
645,P301=two && FIT201=LT,0.1398128898128898,538,3848
646,P301=two && DPIT301=LT,0.20275439938791126,795,3920
647,P301=two && DPIT301=GT,0.0049382716049382715,16,3240
648,P301=two && FIT301=LT,0.13512162612462514,811,6001
649,P301=two && FIT301=GT,0.0,0,0
650,P301=two && LIT301=LT,0.08460076045627377,534,6312
651,P301=two && LIT301=GT,0.32626619552414604,277,849
652,P301=two && AIT402=GT,0.0,0,0
653,P301=two && AIT402=LT,0.26695194206714945,811,3038
654,P301=two && FIT401=LT,0.035327037425673315,101,2859
655,P301=two && FIT401=GT,0.16503951650395166,710,4302
656,P301=two && LIT401=GT,0.08764367816091954,610,6960
657,P301=two && LIT401=LT,1.0,201,201
658,P301=two && AIT501=LT,0.009685230024213076,40,4130
659,P301=two && AIT501=GT,0.2543714945562521,771,3031
660,P301=two && AIT502=GT,0.032376298106292,106,3273
661,P301=two && AIT502=LT,0.18137381013635195,705,3886
662,P301=two && AIT503=GT,0.11677170868347339,667,5712
663,P301=two && AIT503=LT,0.09937888198757763,144,1449
664,P301=two && AIT504=GT,0.1728730633324273,636,3678
665,P301=two && AIT504=LT,0.05025847214244687,175,3482
666,P301=two && FIT501=LT,0.01770573566084788,71,4010
667,P301=two && FIT501=GT,0.23484608060933038,740,3151
668,P301=two && FIT502=LT,0.021723031350283882,88,4050
669,P301=two && FIT502=GT,0.232475884244373,723,3110
670,P301=two && FIT503=GT,0.0449368399254504,217,4829
671,P301=two && FIT503=LT,0.25471698113207547,594,2332
672,P301=two && FIT504=GT,0.03902439024390244,120,3075
673,P301=two && FIT504=LT,0.16911404796867352,691,4086
674,P301=two && PIT501=GT,0.008607021517553794,38,4415
675,P301=two && PIT501=LT,0.2815003641660597,773,2746
676,P301=two && PIT502=GT,0.000676132521974307,3,4437
677,P301=two && PIT502=LT,0.2966226138032305,808,2724
678,P301=two && PIT503=GT,0.0061643835616438354,27,4380
679,P301=two && PIT503=LT,0.28191298094210715,784,2781
680,P301=two && FIT601=GT,0.17353629976580795,741,4270
681,P301=two && FIT601=LT,0.024213075060532687,70,2891
682,P301=two && AIT201=GT,0.06374695863746958,393,6165
683,P301=two && AIT201=LT,0.41967871485943775,418,996
684,P401=two && P401=one,0.0,0,0
685,P401=two && P601=one,0.13045245191005148,1926,14764
686,P401=two && P601=two,0.0,0,0
687,P401=two && MV301=one,0.12860576923076922,1926,14976
688,P401=two && MV301=zero,0.0,0,0
689,P401=two && MV301=two,0.0,0,0
690,P401=two && MV302=one,0.09567166269785685,683,7139
691,P401=two && MV302=zero,0.0,0,0
692,P401=two && MV302=two,0.1599125176894378,1243,7773
693,P401=two && MV304=one,0.1318365391197207,1926,14609
694,P401=two && MV304=zero,0.0,0,0
695,P401=two && MV304=two,0.0,0,0
696,P401=two && UV401=two,0.1305408702724685,1926,14753
697,P401=two && UV401=one,0.0,0,0
698,P401=two && MV101=one,0.13186724665700017,1637,12414
699,P401=two && MV101=zero,0.07563025210084033,9,119
700,P401=two && MV101=two,0.11377488825680618,280,2461
701,P401=two && MV201=two,0.08395456159034434,473,5634
702,P401=two && MV201=zero,0.1797752808988764,16,89
703,P401=two && MV201=one,0.15499946068385287,1437,9271
704,P401=two && MV303=one,0.12916638723090337,1926,14910
705,P401=two && MV303=zero,0.0,0,0
706,P401=two && MV303=two,0.0,0,0
707,P401=two && FIT101=LT,0.11980405878236529,1712,14290
708,P401=two && FIT101=GT,0.3039772727272727,214,704
709,P401=two && LIT101=GT,0.1409233921123875,1926,13667
710,P401=two && LIT101=LT,0.0,0,0
711,P401=two && AIT202=GT,0.08578680203045685,1183,13790
712,P401=two && AIT202=LT,0.617109634551495,743,1204
713,P401=two && AIT203=LT,0.3578336557059961,740,2068
714,P401=two && AIT203=GT,0.09175305585641343,1186,12926
715,P401=two && FIT201=GT,0.07518796992481203,390,5187
716,P401=two && FIT201=LT,0.1566228204343836,1536,9807
717,P401=two && DPIT301=LT,0.16253935835248065,1910,11751
718,P401=two && DPIT301=GT,0.004933703361085414,16,3243
719,P401=two && FIT301=LT,0.13919202139192022,1926,13837
720,P401=two && FIT301=GT,0.0,0,0
721,P401=two && LIT301=LT,0.06161518661518661,766,12432
722,P401=two && LIT301=GT,0.4527712724434036,1160,2562
723,P401=two && AIT402=GT,0.0,0,0
724,P401=two && AIT402=LT,0.359932722855541,1926,5351
725,P401=two && FIT401=LT,0.025999350016249593,160,6154
726,P401=two && FIT401=GT,0.1997737556561086,1766,8840
727,P401=two && LIT401=GT,0.10462487153134635,1527,14595
728,P401=two && LIT401=LT,1.0,399,399
729,P401=two && AIT501=LT,0.004407227853680035,40,9076
730,P401=two && AIT501=GT,0.3186887461980399,1886,5918
731,P401=two && AIT502=GT,0.012792662321988897,106,8286
732,P401=two && AIT502=LT,0.2713178294573643,1820,6708
733,P401=two && AIT503=GT,0.13591651697887264,1589,11691
734,P401=two && AIT503=LT,0.10202845897668786,337,3303
735,P401=two && AIT504=GT,0.21632442205863361,1675,7743
736,P401=two && AIT504=LT,0.03461591504620053,251,7250
737,P401=two && FIT501=LT,0.010869565217391304,89,8188
738,P401=two && FIT501=GT,0.2699089039083162,1837,6806
739,P401=two && FIT502=LT,0.02046748213636914,169,8257
740,P401=two && FIT502=GT,0.26079857503339765,1757,6737
741,P401=two && FIT503=GT,0.030948905109489052,318,10275
742,P401=two && FIT503=LT,0.34075015893197713,1608,4719
743,P401=two && FIT504=GT,0.03964194373401535,248,6256
744,P401=two && FIT504=LT,0.19203479056992448,1678,8738
745,P401=two && PIT501=GT,0.0039928548912472415,38,9517
746,P401=two && PIT501=LT,0.34471425963118496,1888,5477
747,P401=two && PIT502=GT,0.059613844648100364,670,11239
748,P401=two && PIT502=LT,0.3344873501997337,1256,3755
749,P401=two && PIT503=GT,0.0028592608281266547,27,9443
750,P401=two && PIT503=LT,0.3421005224283913,1899,5551
751,P401=two && FIT601=GT,0.15272313108303998,1475,9658
752,P401=two && FIT601=LT,0.08452023988005997,451,5336
753,P401=two && AIT201=GT,0.03339281162375733,393,11768
754,P401=two && AIT201=LT,0.4753488372093023,1533,3225
755,P401=one && P601=one,0.0,0,0
756,P401=one && P601=two,0.0,0,0
757,P401=one && MV301=one,0.0,0,0
758,P401=one && MV301=zero,0.0,0,0
759,P401=one && MV301=two,0.0,0,0
760,P401=one && MV302=one,0.0,0,0
761,P401=one && MV302=zero,0.0,0,0
762,P401=one && MV302=two,0.0,0,0
763,P401=one && MV304=one,0.0,0,0
764,P401=one && MV304=zero,0.0,0,0
765,P401=one && MV304=two,0.0,0,0
766,P401=one && UV401=two,0.0,0,0
767,P401=one && UV401=one,0.0,0,0
768,P401=one && MV101=one,0.0,0,0
769,P401=one && MV101=zero,0.0,0,0
770,P401=one && MV101=two,0.0,0,0
771,P401=one && MV201=two,0.0,0,0
772,P401=one && MV201=zero,0.0,0,0
773,P401=one && MV201=one,0.0,0,0
774,P401=one && MV303=one,0.0,0,0
775,P401=one && MV303=zero,0.0,0,0
776,P401=one && MV303=two,0.0,0,0
777,P401=one && FIT101=LT,0.0,0,0
778,P401=one && FIT101=GT,0.0,0,0
779,P401=one && LIT101=GT,0.0,0,0
780,P401=one && LIT101=LT,0.0,0,0
781,P401=one && AIT202=GT,0.0,0,0
782,P401=one && AIT202=LT,0.0,0,0
783,P401=one && AIT203=LT,0.0,0,0
784,P401=one && AIT203=GT,0.0,0,0
785,P401=one && FIT201=GT,0.0,0,0
786,P401=one && FIT201=LT,0.0,0,0
787,P401=one && DPIT301=LT,0.0,0,0
788,P401=one && DPIT301=GT,0.0,0,0
789,P401=one && FIT301=LT,0.0,0,0
790,P401=one && FIT301=GT,0.0,0,0
791,P401=one && LIT301=LT,0.0,0,0
792,P401=one && LIT301=GT,0.0,0,0
793,P401=one && AIT402=GT,0.0,0,0
794,P401=one && AIT402=LT,0.0,0,0
795,P401=one && FIT401=LT,0.0,0,0
796,P401=one && FIT401=GT,0.0,0,0
797,P401=one && LIT401=GT,0.0,0,0
798,P401=one && LIT401=LT,0.0,0,0
799,P401=one && AIT501=LT,0.0,0,0
800,P401=one && AIT501=GT,0.0,0,0
801,P401=one && AIT502=GT,0.0,0,0
802,P401=one && AIT502=LT,0.0,0,0
803,P401=one && AIT503=GT,0.0,0,0
804,P401=one && AIT503=LT,0.0,0,0
805,P401=one && AIT504=GT,0.0,0,0
806,P401=one && AIT504=LT,0.0,0,0
807,P401=one && FIT501=LT,0.0,0,0
808,P401=one && FIT501=GT,0.0,0,0
809,P401=one && FIT502=LT,0.0,0,0
810,P401=one && FIT502=GT,0.0,0,0
811,P401=one && FIT503=GT,0.0,0,0
812,P401=one && FIT503=LT,0.0,0,0
813,P401=one && FIT504=GT,0.0,0,0
814,P401=one && FIT504=LT,0.0,0,0
815,P401=one && PIT501=GT,0.0,0,0
816,P401=one && PIT501=LT,0.0,0,0
817,P401=one && PIT502=GT,0.0,0,0
818,P401=one && PIT502=LT,0.0,0,0
819,P401=one && PIT503=GT,0.0,0,0
820,P401=one && PIT503=LT,0.0,0,0
821,P401=one && FIT601=GT,0.0,0,0
822,P401=one && FIT601=LT,0.0,0,0
823,P401=one && AIT201=GT,0.0,0,0
824,P401=one && AIT201=LT,0.0,0,0
825,P601=one && P601=two,0.0,0,0
826,P601=one && MV301=one,0.1305939788445891,1926,14748
827,P601=one && MV301=zero,0.0,0,0
828,P601=one && MV301=two,0.0,0,0
829,P601=one && MV302=one,0.09565826330532212,683,7140
830,P601=one && MV302=zero,0.0,0,0
831,P601=one && MV302=two,0.16474486414844267,1243,7545
832,P601=one && MV304=one,0.13393602225312934,1926,14380
833,P601=one && MV304=zero,0.0,0,0
834,P601=one && MV304=two,0.0,0,0
835,P601=one && UV401=two,0.13260809694299092,1926,14524
836,P601=one && UV401=one,0.0,0,0
837,P601=one && MV101=one,0.13433448219268013,1637,12186
838,P601=one && MV101=zero,0.07563025210084033,9,119
839,P601=one && MV101=two,0.11377488825680618,280,2461
840,P601=one && MV201=two,0.08752775721687639,473,5404
841,P601=one && MV201=zero,0.1797752808988764,16,89
842,P601=one && MV201=one,0.15496603041087026,1437,9273
843,P601=one && MV303=one,0.1311721037935027,1926,14683
844,P601=one && MV303=zero,0.0,0,0
845,P601=one && MV303=two,0.0,0,0
846,P601=one && FIT101=LT,0.12174655098847958,1712,14062
847,P601=one && FIT101=GT,0.3039772727272727,214,704
848,P601=one && LIT101=GT,0.14331423469008112,1926,13439
849,P601=one && LIT101=LT,0.0,0,0
850,P601=one && AIT202=GT,0.08722902226810204,1183,13562
851,P601=one && AIT202=LT,0.617109634551495,743,1204
852,P601=one && AIT203=LT,0.3578336557059961,740,2068
853,P601=one && AIT203=GT,0.09340053551740432,1186,12698
854,P601=one && FIT201=GT,0.07859733978234583,390,4962
855,P601=one && FIT201=LT,0.15667074663402691,1536,9804
856,P601=one && DPIT301=LT,0.16575544563047817,1910,11523
857,P601=one && DPIT301=GT,0.004933703361085414,16,3243
858,P601=one && FIT301=LT,0.14154479312118762,1926,13607
859,P601=one && FIT301=GT,0.0,0,0
860,P601=one && LIT301=LT,0.06277144964353028,766,12203
861,P601=one && LIT301=GT,0.45259461568474446,1160,2563
862,P601=one && AIT402=GT,0.0,0,0
863,P601=one && AIT402=LT,0.3760249902381882,1926,5122
864,P601=one && FIT401=LT,0.02606287669001466,160,6139
865,P601=one && FIT401=GT,0.20470615509447085,1766,8627
866,P601=one && LIT401=GT,0.10628523700146168,1527,14367
867,P601=one && LIT401=LT,1.0,399,399
868,P601=one && AIT501=LT,0.004406742315743087,40,9077
869,P601=one && AIT501=GT,0.331516962559325,1886,5689
870,P601=one && AIT502=GT,0.012792662321988897,106,8286
871,P601=one && AIT502=LT,0.2808641975308642,1820,6479
872,P601=one && AIT503=GT,0.13852323249934617,1589,11471
873,P601=one && AIT503=LT,0.10227617602427921,337,3295
874,P601=one && AIT504=GT,0.2220896313975073,1675,7542
875,P601=one && AIT504=LT,0.0347452934662237,251,7223
876,P601=one && FIT501=LT,0.010882856444118367,89,8178
877,P601=one && FIT501=GT,0.2788403157255616,1837,6588
878,P601=one && FIT502=LT,0.020594686814525958,169,8206
879,P601=one && FIT502=GT,0.2678353658536585,1757,6560
880,P601=one && FIT503=GT,0.03122238586156112,318,10185
881,P601=one && FIT503=LT,0.3510150622134905,1608,4581
882,P601=one && FIT504=GT,0.03970541146333654,248,6245
883,P601=one && FIT504=LT,0.19694835680751174,1678,8520
884,P601=one && PIT501=GT,0.004004636948045105,38,9489
885,P601=one && PIT501=LT,0.35777904112184955,1888,5277
886,P601=one && PIT502=GT,0.06075995284302167,670,11027
887,P601=one && PIT502=LT,0.33591869483819203,1256,3739
888,P601=one && PIT503=GT,0.0028683735259747156,27,9413
889,P601=one && PIT503=LT,0.3547543433588642,1899,5353
890,P601=one && FIT601=GT,0.15641569459172852,1475,9430
891,P601=one && FIT601=LT,0.08452023988005997,451,5336
892,P601=one && AIT201=GT,0.033722327097992104,393,11654
893,P601=one && AIT201=LT,0.4926092544987147,1533,3112
894,P601=two && MV301=one,0.0,0,0
895,P601=two && MV301=zero,0.0,0,0
896,P601=two && MV301=two,0.0,0,0
897,P601=two && MV302=one,0.0,0,0
898,P601=two && MV302=zero,0.0,0,0
899,P601=two && MV302=two,0.0,0,0
900,P601=two && MV304=one,0.0,0,0
901,P601=two && MV304=zero,0.0,0,0
902,P601=two && MV304=two,0.0,0,0
903,P601=two && UV401=two,0.0,0,0
904,P601=two && UV401=one,0.0,0,0
905,P601=two && MV101=one,0.0,0,0
906,P601=two && MV101=zero,0.0,0,0
907,P601=two && MV101=two,0.0,0,0
908,P601=two && MV201=two,0.0,0,0
909,P601=two && MV201=zero,0.0,0,0
910,P601=two && MV201=one,0.0,0,0
911,P601=two && MV303=one,0.0,0,0
912,P601=two && MV303=zero,0.0,0,0
913,P601=two && MV303=two,0.0,0,0
914,P601=two && FIT101=LT,0.0,0,0
915,P601=two && FIT101=GT,0.0,0,0
916,P601=two && LIT101=GT,0.0,0,0
917,P601=two && LIT101=LT,0.0,0,0
918,P601=two && AIT202=GT,0.0,0,0
919,P601=two && AIT202=LT,0.0,0,0
920,P601=two && AIT203=LT,0.0,0,0
921,P601=two && AIT203=GT,0.0,0,0
922,P601=two && FIT201=GT,0.0,0,0
923,P601=two && FIT201=LT,0.0,0,0
924,P601=two && DPIT301=LT,0.0,0,0
925,P601=two && DPIT301=GT,0.0,0,0
926,P601=two && FIT301=LT,0.0,0,0
927,P601=two && FIT301=GT,0.0,0,0
928,P601=two && LIT301=LT,0.0,0,0
929,P601=two && LIT301=GT,0.0,0,0
930,P601=two && AIT402=GT,0.0,0,0
931,P601=two && AIT402=LT,0.0,0,0
932,P601=two && FIT401=LT,0.0,0,0
933,P601=two && FIT401=GT,0.0,0,0
934,P601=two && LIT401=GT,0.0,0,0
935,P601=two && LIT401=LT,0.0,0,0
936,P601=two && AIT501=LT,0.0,0,0
937,P601=two && AIT501=GT,0.0,0,0
938,P601=two && AIT502=GT,0.0,0,0
939,P601=two && AIT502=LT,0.0,0,0
940,P601=two && AIT503=GT,0.0,0,0
941,P601=two && AIT503=LT,0.0,0,0
942,P601=two && AIT504=GT,0.0,0,0
943,P601=two && AIT504=LT,0.0,0,0
944,P601=two && FIT501=LT,0.0,0,0
945,P601=two && FIT501=GT,0.0,0,0
946,P601=two && FIT502=LT,0.0,0,0
947,P601=two && FIT502=GT,0.0,0,0
948,P601=two && FIT503=GT,0.0,0,0
949,P601=two && FIT503=LT,0.0,0,0
950,P601=two && FIT504=GT,0.0,0,0
951,P601=two && FIT504=LT,0.0,0,0
952,P601=two && PIT501=GT,0.0,0,0
953,P601=two && PIT501=LT,0.0,0,0
954,P601=two && PIT502=GT,0.0,0,0
955,P601=two && PIT502=LT,0.0,0,0
956,P601=two && PIT503=GT,0.0,0,0
957,P601=two && PIT503=LT,0.0,0,0
958,P601=two && FIT601=GT,0.0,0,0
959,P601=two && FIT601=LT,0.0,0,0
960,P601=two && AIT201=GT,0.0,0,0
961,P601=two && AIT201=LT,0.0,0,0
962,MV301=one && MV301=zero,0.0,0,0
963,MV301=one && MV301=two,0.0,0,0
964,MV301=one && MV302=one,0.09590002808199943,683,7122
965,MV301=one && MV302=zero,0.0,0,0
966,MV301=one && MV302=two,0.15989194751736557,1243,7774
967,MV301=one && MV304=one,0.13199013157894737,1926,14592
968,MV301=one && MV304=zero,0.0,0,0
969,MV301=one && MV304=two,0.0,0,0
970,MV301=one && UV401=two,0.13070032573289903,1926,14736
971,MV301=one && UV401=one,0.0,0,0
972,MV301=one && MV101=one,0.13203742539119212,1637,12398
973,MV301=one && MV101=zero,0.07563025210084033,9,119
974,MV301=one && MV101=two,0.11377488825680618,280,2461
975,MV301=one && MV201=two,0.08395456159034434,473,5634
976,MV301=one && MV201=zero,0.1797752808988764,16,89
977,MV301=one && MV201=one,0.1552674230145867,1437,9255
978,MV301=one && MV303=one,0.1291490645745323,1926,14913
979,MV301=one && MV303=zero,0.0,0,0
980,MV301=one && MV303=two,0.0,0,0
981,MV301=one && FIT101=LT,0.11993834944654617,1712,14274
982,MV301=one && FIT101=GT,0.3039772727272727,214,704
983,MV301=one && LIT101=GT,0.14108856494029742,1926,13651
984,MV301=one && LIT101=LT,0.0,0,0
985,MV301=one && AIT202=GT,0.08577436194895592,1183,13792
986,MV301=one && AIT202=LT,0.6264755480607083,743,1186
987,MV301=one && AIT203=LT,0.36097560975609755,740,2050
988,MV301=one && AIT203=GT,0.09173886138613861,1186,12928
989,MV301=one && FIT201=GT,0.07518796992481203,390,5187
990,MV301=one && FIT201=LT,0.15687876621386987,1536,9791
991,MV301=one && DPIT301=LT,0.16276097145291862,1910,11735
992,MV301=one && DPIT301=GT,0.004933703361085414,16,3243
993,MV301=one && FIT301=LT,0.13937332657934728,1926,13819
994,MV301=one && FIT301=GT,0.0,0,0
995,MV301=one && LIT301=LT,0.0616995569875151,766,12415
996,MV301=one && LIT301=GT,0.45259461568474446,1160,2563
997,MV301=one && AIT402=GT,0.0,0,0
998,MV301=one && AIT402=LT,0.3610798650168729,1926,5334
999,MV301=one && FIT401=LT,0.02599090318388564,160,6156
1000,MV301=one && FIT401=GT,0.20018136476989346,1766,8822
1001,MV301=one && LIT401=GT,0.10473969408052679,1527,14579
1002,MV301=one && LIT401=LT,1.0,399,399
1003,MV301=one && AIT501=LT,0.004406742315743087,40,9077
1004,MV301=one && AIT501=GT,0.31960684629723773,1886,5901
1005,MV301=one && AIT502=GT,0.012792662321988897,106,8286
1006,MV301=one && AIT502=LT,0.2719665271966527,1820,6692
1007,MV301=one && AIT503=GT,0.13610278372591006,1589,11675
1008,MV301=one && AIT503=LT,0.10202845897668786,337,3303
1009,MV301=one && AIT504=GT,0.21677235667141193,1675,7727
1010,MV301=one && AIT504=LT,0.03461591504620053,251,7250
1011,MV301=one && FIT501=LT,0.010868237880083039,89,8189
1012,MV301=one && FIT501=GT,0.27058476948004123,1837,6789
1013,MV301=one && FIT502=LT,0.020465003632840883,169,8258
1014,MV301=one && FIT502=GT,0.26145833333333335,1757,6720
1015,MV301=one && FIT503=GT,0.030945893343713508,318,10276
1016,MV301=one && FIT503=LT,0.3419821352615908,1608,4702
1017,MV301=one && FIT504=GT,0.03962927452860339,248,6258
1018,MV301=one && FIT504=LT,0.19243119266055045,1678,8720
1019,MV301=one && PIT501=GT,0.003992435385585207,38,9518
1020,MV301=one && PIT501=LT,0.3457875457875458,1888,5460
1021,MV301=one && PIT502=GT,0.059603238146072414,670,11241
1022,MV301=one && PIT502=LT,0.3360984747123361,1256,3737
1023,MV301=one && PIT503=GT,0.0028589580686149934,27,9444
1024,MV301=one && PIT503=LT,0.34315142753885075,1899,5534
1025,MV301=one && FIT601=GT,0.15297656087948558,1475,9642
1026,MV301=one && FIT601=LT,0.08452023988005997,451,5336
1027,MV301=one && AIT201=GT,0.033441116405718174,393,11752
1028,MV301=one && AIT201=LT,0.47520148791072536,1533,3226
1029,MV301=zero && MV301=two,0.0,0,0
1030,MV301=zero && MV302=one,0.0,0,0
1031,MV301=zero && MV302=zero,0.0,0,0
1032,MV301=zero && MV302=two,0.0,0,0
1033,MV301=zero && MV304=one,0.0,0,0
1034,MV301=zero && MV304=zero,0.0,0,0
1035,MV301=zero && MV304=two,0.0,0,0
1036,MV301=zero && UV401=two,0.0,0,0
1037,MV301=zero && UV401=one,0.0,0,0
1038,MV301=zero && MV101=one,0.0,0,0
1039,MV301=zero && MV101=zero,0.0,0,0
1040,MV301=zero && MV101=two,0.0,0,0
1041,MV301=zero && MV201=two,0.0,0,0
1042,MV301=zero && MV201=zero,0.0,0,0
1043,MV301=zero && MV201=one,0.0,0,0
1044,MV301=zero && MV303=one,0.0,0,0
1045,MV301=zero && MV303=zero,0.0,0,0
1046,MV301=zero && MV303=two,0.0,0,0
1047,MV301=zero && FIT101=LT,0.0,0,0
1048,MV301=zero && FIT101=GT,0.0,0,0
1049,MV301=zero && LIT101=GT,0.0,0,0
1050,MV301=zero && LIT101=LT,0.0,0,0
1051,MV301=zero && AIT202=GT,0.0,0,0
1052,MV301=zero && AIT202=LT,0.0,0,0
1053,MV301=zero && AIT203=LT,0.0,0,0
1054,MV301=zero && AIT203=GT,0.0,0,0
1055,MV301=zero && FIT201=GT,0.0,0,0
1056,MV301=zero && FIT201=LT,0.0,0,0
1057,MV301=zero && DPIT301=LT,0.0,0,0
1058,MV301=zero && DPIT301=GT,0.0,0,0
1059,MV301=zero && FIT301=LT,0.0,0,0
1060,MV301=zero && FIT301=GT,0.0,0,0
1061,MV301=zero && LIT301=LT,0.0,0,0
1062,MV301=zero && LIT301=GT,0.0,0,0
1063,MV301=zero && AIT402=GT,0.0,0,0
1064,MV301=zero && AIT402=LT,0.0,0,0
1065,MV301=zero && FIT401=LT,0.0,0,0
1066,MV301=zero && FIT401=GT,0.0,0,0
1067,MV301=zero && LIT401=GT,0.0,0,0
