,Unnamed: 0,Rule,Conf_yes,Numrowstrue,Outof,numconditions
1097847,1097847,MV302=two && AIT203=LT && FIT301=LT && LIT301=GT,1.0,479,479,4
1097948,1097948,MV302=two && AIT203=LT && LIT301=GT && AIT402=LT,1.0,479,479,4
1097954,1097954,MV302=two && AIT203=LT && LIT301=GT && AIT501=GT,1.0,479,479,4
1097956,1097956,MV302=two && AIT203=LT && LIT301=GT && AIT502=LT,1.0,479,479,4
1097966,1097966,MV302=two && AIT203=LT && LIT301=GT && FIT503=LT,1.0,479,479,4
1097970,1097970,MV302=two && AIT203=LT && LIT301=GT && PIT501=LT,1.0,479,479,4
1097972,1097972,MV302=two && AIT203=LT && LIT301=GT && PIT502=LT,1.0,479,479,4
1097974,1097974,MV302=two && AIT203=LT && LIT301=GT && PIT503=LT,1.0,479,479,4
1097978,1097978,MV302=two && AIT203=LT && LIT301=GT && AIT201=LT,1.0,479,479,4
1113416,1113416,MV304=one && UV401=two && AIT203=LT && LIT301=GT,1.0,479,479,4
1116552,1116552,MV304=one && MV101=one && AIT203=LT && LIT301=GT,1.0,479,479,4
1123447,1123447,MV304=one && MV201=one && AIT203=LT && LIT301=GT,1.0,479,479,4
1124672,1124672,MV304=one && MV303=one && AIT203=LT && LIT301=GT,1.0,479,479,4
1128057,1128057,MV304=one && FIT101=LT && AIT203=LT && LIT301=GT,1.0,479,479,4
1130082,1130082,MV304=one && LIT101=GT && AIT203=LT && LIT301=GT,1.0,479,479,4
1132792,1132792,MV304=one && AIT202=LT && AIT203=LT && LIT301=GT,1.0,479,479,4
1133729,1133729,MV304=one && AIT203=LT && FIT201=LT && LIT301=GT,1.0,479,479,4
1133766,1133766,MV304=one && AIT203=LT && DPIT301=LT && LIT301=GT,1.0,479,479,4
1133837,1133837,MV304=one && AIT203=LT && FIT301=LT && LIT301=GT,1.0,479,479,4
1133938,1133938,MV304=one && AIT203=LT && LIT301=GT && AIT402=LT,1.0,479,479,4
1133944,1133944,MV304=one && AIT203=LT && LIT301=GT && AIT501=GT,1.0,479,479,4
1133946,1133946,MV304=one && AIT203=LT && LIT301=GT && AIT502=LT,1.0,479,479,4
1133956,1133956,MV304=one && AIT203=LT && LIT301=GT && FIT503=LT,1.0,479,479,4
1133960,1133960,MV304=one && AIT203=LT && LIT301=GT && PIT501=LT,1.0,479,479,4
1133962,1133962,MV304=one && AIT203=LT && LIT301=GT && PIT502=LT,1.0,479,479,4
1133964,1133964,MV304=one && AIT203=LT && LIT301=GT && PIT503=LT,1.0,479,479,4
1133968,1133968,MV304=one && AIT203=LT && LIT301=GT && AIT201=LT,1.0,479,479,4
1214137,1214137,UV401=two && MV101=one && AIT203=LT && LIT301=GT,1.0,479,479,4
1221032,1221032,UV401=two && MV201=one && AIT203=LT && LIT301=GT,1.0,479,479,4
1222257,1222257,UV401=two && MV303=one && AIT203=LT && LIT301=GT,1.0,479,479,4
1225642,1225642,UV401=two && FIT101=LT && AIT203=LT && LIT301=GT,1.0,479,479,4
1227667,1227667,UV401=two && LIT101=GT && AIT203=LT && LIT301=GT,1.0,479,479,4
1230377,1230377,UV401=two && AIT202=LT && AIT203=LT && LIT301=GT,1.0,479,479,4
1231314,1231314,UV401=two && AIT203=LT && FIT201=LT && LIT301=GT,1.0,479,479,4
1231351,1231351,UV401=two && AIT203=LT && DPIT301=LT && LIT301=GT,1.0,479,479,4
1231422,1231422,UV401=two && AIT203=LT && FIT301=LT && LIT301=GT,1.0,479,479,4
1231523,1231523,UV401=two && AIT203=LT && LIT301=GT && AIT402=LT,1.0,479,479,4
1231529,1231529,UV401=two && AIT203=LT && LIT301=GT && AIT501=GT,1.0,479,479,4
1231531,1231531,UV401=two && AIT203=LT && LIT301=GT && AIT502=LT,1.0,479,479,4
1231541,1231541,UV401=two && AIT203=LT && LIT301=GT && FIT503=LT,1.0,479,479,4
1231545,1231545,UV401=two && AIT203=LT && LIT301=GT && PIT501=LT,1.0,479,479,4
1231547,1231547,UV401=two && AIT203=LT && LIT301=GT && PIT502=LT,1.0,479,479,4
1231549,1231549,UV401=two && AIT203=LT && LIT301=GT && PIT503=LT,1.0,479,479,4
1231553,1231553,UV401=two && AIT203=LT && LIT301=GT && AIT201=LT,1.0,479,479,4
1278012,1278012,MV101=one && MV201=one && AIT203=LT && LIT301=GT,1.0,479,479,4
1279237,1279237,MV101=one && MV303=one && AIT203=LT && LIT301=GT,1.0,479,479,4
1282622,1282622,MV101=one && FIT101=LT && AIT203=LT && LIT301=GT,1.0,479,479,4
1284647,1284647,MV101=one && LIT101=GT && AIT203=LT && LIT301=GT,1.0,479,479,4
1287357,1287357,MV101=one && AIT202=LT && AIT203=LT && LIT301=GT,1.0,479,479,4
1288294,1288294,MV101=one && AIT203=LT && FIT201=LT && LIT301=GT,1.0,479,479,4
1288331,1288331,MV101=one && AIT203=LT && DPIT301=LT && LIT301=GT,1.0,479,479,4
1288402,1288402,MV101=one && AIT203=LT && FIT301=LT && LIT301=GT,1.0,479,479,4
1288503,1288503,MV101=one && AIT203=LT && LIT301=GT && AIT402=LT,1.0,479,479,4
1288509,1288509,MV101=one && AIT203=LT && LIT301=GT && AIT501=GT,1.0,479,479,4
1288511,1288511,MV101=one && AIT203=LT && LIT301=GT && AIT502=LT,1.0,479,479,4
1288521,1288521,MV101=one && AIT203=LT && LIT301=GT && FIT503=LT,1.0,479,479,4
1288525,1288525,MV101=one && AIT203=LT && LIT301=GT && PIT501=LT,1.0,479,479,4
1288527,1288527,MV101=one && AIT203=LT && LIT301=GT && PIT502=LT,1.0,479,479,4
1288529,1288529,MV101=one && AIT203=LT && LIT301=GT && PIT503=LT,1.0,479,479,4
1288533,1288533,MV101=one && AIT203=LT && LIT301=GT && AIT201=LT,1.0,479,479,4
1396627,1396627,MV201=one && MV303=one && AIT203=LT && LIT301=GT,1.0,479,479,4
1400012,1400012,MV201=one && FIT101=LT && AIT203=LT && LIT301=GT,1.0,479,479,4
1402037,1402037,MV201=one && LIT101=GT && AIT203=LT && LIT301=GT,1.0,479,479,4
1404747,1404747,MV201=one && AIT202=LT && AIT203=LT && LIT301=GT,1.0,479,479,4
1405684,1405684,MV201=one && AIT203=LT && FIT201=LT && LIT301=GT,1.0,479,479,4
1405721,1405721,MV201=one && AIT203=LT && DPIT301=LT && LIT301=GT,1.0,479,479,4
1405792,1405792,MV201=one && AIT203=LT && FIT301=LT && LIT301=GT,1.0,479,479,4
1405893,1405893,MV201=one && AIT203=LT && LIT301=GT && AIT402=LT,1.0,479,479,4
1405899,1405899,MV201=one && AIT203=LT && LIT301=GT && AIT501=GT,1.0,479,479,4
1405901,1405901,MV201=one && AIT203=LT && LIT301=GT && AIT502=LT,1.0,479,479,4
1405911,1405911,MV201=one && AIT203=LT && LIT301=GT && FIT503=LT,1.0,479,479,4
1405915,1405915,MV201=one && AIT203=LT && LIT301=GT && PIT501=LT,1.0,479,479,4
1405917,1405917,MV201=one && AIT203=LT && LIT301=GT && PIT502=LT,1.0,479,479,4
1405919,1405919,MV201=one && AIT203=LT && LIT301=GT && PIT503=LT,1.0,479,479,4
1405923,1405923,MV201=one && AIT203=LT && LIT301=GT && AIT201=LT,1.0,479,479,4
1419612,1419612,MV303=one && FIT101=LT && AIT203=LT && LIT301=GT,1.0,479,479,4
1421637,1421637,MV303=one && LIT101=GT && AIT203=LT && LIT301=GT,1.0,479,479,4
1424347,1424347,MV303=one && AIT202=LT && AIT203=LT && LIT301=GT,1.0,479,479,4
1425284,1425284,MV303=one && AIT203=LT && FIT201=LT && LIT301=GT,1.0,479,479,4
1425321,1425321,MV303=one && AIT203=LT && DPIT301=LT && LIT301=GT,1.0,479,479,4
1425392,1425392,MV303=one && AIT203=LT && FIT301=LT && LIT301=GT,1.0,479,479,4
1425493,1425493,MV303=one && AIT203=LT && LIT301=GT && AIT402=LT,1.0,479,479,4
1425499,1425499,MV303=one && AIT203=LT && LIT301=GT && AIT501=GT,1.0,479,479,4
1425501,1425501,MV303=one && AIT203=LT && LIT301=GT && AIT502=LT,1.0,479,479,4
1425511,1425511,MV303=one && AIT203=LT && LIT301=GT && FIT503=LT,1.0,479,479,4
1425515,1425515,MV303=one && AIT203=LT && LIT301=GT && PIT501=LT,1.0,479,479,4
1425517,1425517,MV303=one && AIT203=LT && LIT301=GT && PIT502=LT,1.0,479,479,4
1425519,1425519,MV303=one && AIT203=LT && LIT301=GT && PIT503=LT,1.0,479,479,4
1425523,1425523,MV303=one && AIT203=LT && LIT301=GT && AIT201=LT,1.0,479,479,4
1473572,1473572,FIT101=LT && LIT101=GT && AIT203=LT && LIT301=GT,1.0,479,479,4
1476282,1476282,FIT101=LT && AIT202=LT && AIT203=LT && LIT301=GT,1.0,479,479,4
1477219,1477219,FIT101=LT && AIT203=LT && FIT201=LT && LIT301=GT,1.0,479,479,4
1477256,1477256,FIT101=LT && AIT203=LT && DPIT301=LT && LIT301=GT,1.0,479,479,4
1477327,1477327,FIT101=LT && AIT203=LT && FIT301=LT && LIT301=GT,1.0,479,479,4
1477428,1477428,FIT101=LT && AIT203=LT && LIT301=GT && AIT402=LT,1.0,479,479,4
1477434,1477434,FIT101=LT && AIT203=LT && LIT301=GT && AIT501=GT,1.0,479,479,4
1477436,1477436,FIT101=LT && AIT203=LT && LIT301=GT && AIT502=LT,1.0,479,479,4
1477446,1477446,FIT101=LT && AIT203=LT && LIT301=GT && FIT503=LT,1.0,479,479,4
1477450,1477450,FIT101=LT && AIT203=LT && LIT301=GT && PIT501=LT,1.0,479,479,4
1477452,1477452,FIT101=LT && AIT203=LT && LIT301=GT && PIT502=LT,1.0,479,479,4
1477454,1477454,FIT101=LT && AIT203=LT && LIT301=GT && PIT503=LT,1.0,479,479,4
1477458,1477458,FIT101=LT && AIT203=LT && LIT301=GT && AIT201=LT,1.0,479,479,4
1505652,1505652,LIT101=GT && AIT202=LT && AIT203=LT && LIT301=GT,1.0,479,479,4
1506589,1506589,LIT101=GT && AIT203=LT && FIT201=LT && LIT301=GT,1.0,479,479,4
1506626,1506626,LIT101=GT && AIT203=LT && DPIT301=LT && LIT301=GT,1.0,479,479,4
1506697,1506697,LIT101=GT && AIT203=LT && FIT301=LT && LIT301=GT,1.0,479,479,4
1506798,1506798,LIT101=GT && AIT203=LT && LIT301=GT && AIT402=LT,1.0,479,479,4
1506804,1506804,LIT101=GT && AIT203=LT && LIT301=GT && AIT501=GT,1.0,479,479,4
1506806,1506806,LIT101=GT && AIT203=LT && LIT301=GT && AIT502=LT,1.0,479,479,4
1506816,1506816,LIT101=GT && AIT203=LT && LIT301=GT && FIT503=LT,1.0,479,479,4
1506820,1506820,LIT101=GT && AIT203=LT && LIT301=GT && PIT501=LT,1.0,479,479,4
1506822,1506822,LIT101=GT && AIT203=LT && LIT301=GT && PIT502=LT,1.0,479,479,4
1506824,1506824,LIT101=GT && AIT203=LT && LIT301=GT && PIT503=LT,1.0,479,479,4
1506828,1506828,LIT101=GT && AIT203=LT && LIT301=GT && AIT201=LT,1.0,479,479,4
1543654,1543654,AIT202=LT && AIT203=LT && FIT201=LT && LIT301=GT,1.0,479,479,4
1543691,1543691,AIT202=LT && AIT203=LT && DPIT301=LT && LIT301=GT,1.0,479,479,4
1543762,1543762,AIT202=LT && AIT203=LT && FIT301=LT && LIT301=GT,1.0,479,479,4
1543863,1543863,AIT202=LT && AIT203=LT && LIT301=GT && AIT402=LT,1.0,479,479,4
1543869,1543869,AIT202=LT && AIT203=LT && LIT301=GT && AIT501=GT,1.0,479,479,4
1543871,1543871,AIT202=LT && AIT203=LT && LIT301=GT && AIT502=LT,1.0,479,479,4
1543881,1543881,AIT202=LT && AIT203=LT && LIT301=GT && FIT503=LT,1.0,479,479,4
1543885,1543885,AIT202=LT && AIT203=LT && LIT301=GT && PIT501=LT,1.0,479,479,4
1543887,1543887,AIT202=LT && AIT203=LT && LIT301=GT && PIT502=LT,1.0,479,479,4
1543889,1543889,AIT202=LT && AIT203=LT && LIT301=GT && PIT503=LT,1.0,479,479,4
1543893,1543893,AIT202=LT && AIT203=LT && LIT301=GT && AIT201=LT,1.0,479,479,4
1556575,1556575,AIT203=LT && FIT201=LT && DPIT301=LT && LIT301=GT,1.0,479,479,4
1556646,1556646,AIT203=LT && FIT201=LT && FIT301=LT && LIT301=GT,1.0,479,479,4
1556747,1556747,AIT203=LT && FIT201=LT && LIT301=GT && AIT402=LT,1.0,479,479,4
1556753,1556753,AIT203=LT && FIT201=LT && LIT301=GT && AIT501=GT,1.0,479,479,4
1556755,1556755,AIT203=LT && FIT201=LT && LIT301=GT && AIT502=LT,1.0,479,479,4
1556765,1556765,AIT203=LT && FIT201=LT && LIT301=GT && FIT503=LT,1.0,479,479,4
1556769,1556769,AIT203=LT && FIT201=LT && LIT301=GT && PIT501=LT,1.0,479,479,4
1556771,1556771,AIT203=LT && FIT201=LT && LIT301=GT && PIT502=LT,1.0,479,479,4
1556773,1556773,AIT203=LT && FIT201=LT && LIT301=GT && PIT503=LT,1.0,479,479,4
1556777,1556777,AIT203=LT && FIT201=LT && LIT301=GT && AIT201=LT,1.0,479,479,4
1557312,1557312,AIT203=LT && DPIT301=LT && FIT301=LT && LIT301=GT,1.0,479,479,4
1557413,1557413,AIT203=LT && DPIT301=LT && LIT301=GT && AIT402=LT,1.0,479,479,4
1557419,1557419,AIT203=LT && DPIT301=LT && LIT301=GT && AIT501=GT,1.0,479,479,4
1557421,1557421,AIT203=LT && DPIT301=LT && LIT301=GT && AIT502=LT,1.0,479,479,4
1557431,1557431,AIT203=LT && DPIT301=LT && LIT301=GT && FIT503=LT,1.0,479,479,4
1557435,1557435,AIT203=LT && DPIT301=LT && LIT301=GT && PIT501=LT,1.0,479,479,4
1557437,1557437,AIT203=LT && DPIT301=LT && LIT301=GT && PIT502=LT,1.0,479,479,4
1557439,1557439,AIT203=LT && DPIT301=LT && LIT301=GT && PIT503=LT,1.0,479,479,4
1557443,1557443,AIT203=LT && DPIT301=LT && LIT301=GT && AIT201=LT,1.0,479,479,4
1558638,1558638,AIT203=LT && FIT301=LT && LIT301=GT && AIT402=LT,1.0,479,479,4
1558644,1558644,AIT203=LT && FIT301=LT && LIT301=GT && AIT501=GT,1.0,479,479,4
1558646,1558646,AIT203=LT && FIT301=LT && LIT301=GT && AIT502=LT,1.0,479,479,4
1558656,1558656,AIT203=LT && FIT301=LT && LIT301=GT && FIT503=LT,1.0,479,479,4
1558660,1558660,AIT203=LT && FIT301=LT && LIT301=GT && PIT501=LT,1.0,479,479,4
1558662,1558662,AIT203=LT && FIT301=LT && LIT301=GT && PIT502=LT,1.0,479,479,4
1558664,1558664,AIT203=LT && FIT301=LT && LIT301=GT && PIT503=LT,1.0,479,479,4
1558668,1558668,AIT203=LT && FIT301=LT && LIT301=GT && AIT201=LT,1.0,479,479,4
1560290,1560290,AIT203=LT && LIT301=GT && AIT402=LT && AIT501=GT,1.0,479,479,4
1560292,1560292,AIT203=LT && LIT301=GT && AIT402=LT && AIT502=LT,1.0,479,479,4
1560302,1560302,AIT203=LT && LIT301=GT && AIT402=LT && FIT503=LT,1.0,479,479,4
1560306,1560306,AIT203=LT && LIT301=GT && AIT402=LT && PIT501=LT,1.0,479,479,4
1560308,1560308,AIT203=LT && LIT301=GT && AIT402=LT && PIT502=LT,1.0,479,479,4
1560310,1560310,AIT203=LT && LIT301=GT && AIT402=LT && PIT503=LT,1.0,479,479,4
1560314,1560314,AIT203=LT && LIT301=GT && AIT402=LT && AIT201=LT,1.0,479,479,4
1560451,1560451,AIT203=LT && LIT301=GT && AIT501=GT && AIT502=LT,1.0,479,479,4
1560461,1560461,AIT203=LT && LIT301=GT && AIT501=GT && FIT503=LT,1.0,479,479,4
1560465,1560465,AIT203=LT && LIT301=GT && AIT501=GT && PIT501=LT,1.0,479,479,4
1560467,1560467,AIT203=LT && LIT301=GT && AIT501=GT && PIT502=LT,1.0,479,479,4
1560469,1560469,AIT203=LT && LIT301=GT && AIT501=GT && PIT503=LT,1.0,479,479,4
1560473,1560473,AIT203=LT && LIT301=GT && AIT501=GT && AIT201=LT,1.0,479,479,4
1560506,1560506,AIT203=LT && LIT301=GT && AIT502=LT && FIT503=LT,1.0,479,479,4
1560510,1560510,AIT203=LT && LIT301=GT && AIT502=LT && PIT501=LT,1.0,479,479,4
1560512,1560512,AIT203=LT && LIT301=GT && AIT502=LT && PIT502=LT,1.0,479,479,4
1560514,1560514,AIT203=LT && LIT301=GT && AIT502=LT && PIT503=LT,1.0,479,479,4
1560518,1560518,AIT203=LT && LIT301=GT && AIT502=LT && AIT201=LT,1.0,479,479,4
1560675,1560675,AIT203=LT && LIT301=GT && FIT503=LT && PIT501=LT,1.0,479,479,4
1560677,1560677,AIT203=LT && LIT301=GT && FIT503=LT && PIT502=LT,1.0,479,479,4
1560679,1560679,AIT203=LT && LIT301=GT && FIT503=LT && PIT503=LT,1.0,479,479,4
1560683,1560683,AIT203=LT && LIT301=GT && FIT503=LT && AIT201=LT,1.0,479,479,4
1560715,1560715,AIT203=LT && LIT301=GT && PIT501=LT && PIT502=LT,1.0,479,479,4
1560717,1560717,AIT203=LT && LIT301=GT && PIT501=LT && PIT503=LT,1.0,479,479,4
1560721,1560721,AIT203=LT && LIT301=GT && PIT501=LT && AIT201=LT,1.0,479,479,4
1560730,1560730,AIT203=LT && LIT301=GT && PIT502=LT && PIT503=LT,1.0,479,479,4
1560734,1560734,AIT203=LT && LIT301=GT && PIT502=LT && AIT201=LT,1.0,479,479,4
1560743,1560743,AIT203=LT && LIT301=GT && PIT503=LT && AIT201=LT,1.0,479,479,4
229382,229382,P101=one && AIT203=LT && LIT301=GT && FIT501=GT,1.0,477,477,4
372832,372832,P203=one && AIT203=LT && LIT301=GT && FIT501=GT,1.0,477,477,4
505181,505181,P205=one && AIT203=LT && LIT301=GT && FIT501=GT,1.0,477,477,4
684172,684172,P401=two && AIT203=LT && LIT301=GT && FIT501=GT,1.0,477,477,4
791306,791306,P601=one && AIT203=LT && LIT301=GT && FIT501=GT,1.0,477,477,4
889327,889327,MV301=one && AIT203=LT && LIT301=GT && FIT501=GT,1.0,477,477,4
1097962,1097962,MV302=two && AIT203=LT && LIT301=GT && FIT501=GT,1.0,477,477,4
1133952,1133952,MV304=one && AIT203=LT && LIT301=GT && FIT501=GT,1.0,477,477,4
1231537,1231537,UV401=two && AIT203=LT && LIT301=GT && FIT501=GT,1.0,477,477,4
1288517,1288517,MV101=one && AIT203=LT && LIT301=GT && FIT501=GT,1.0,477,477,4
1405907,1405907,MV201=one && AIT203=LT && LIT301=GT && FIT501=GT,1.0,477,477,4
1425507,1425507,MV303=one && AIT203=LT && LIT301=GT && FIT501=GT,1.0,477,477,4
1477442,1477442,FIT101=LT && AIT203=LT && LIT301=GT && FIT501=GT,1.0,477,477,4
1506812,1506812,LIT101=GT && AIT203=LT && LIT301=GT && FIT501=GT,1.0,477,477,4
1543877,1543877,AIT202=LT && AIT203=LT && LIT301=GT && FIT501=GT,1.0,477,477,4
1556761,1556761,AIT203=LT && FIT201=LT && LIT301=GT && FIT501=GT,1.0,477,477,4
1557427,1557427,AIT203=LT && DPIT301=LT && LIT301=GT && FIT501=GT,1.0,477,477,4
1558652,1558652,AIT203=LT && FIT301=LT && LIT301=GT && FIT501=GT,1.0,477,477,4
1560298,1560298,AIT203=LT && LIT301=GT && AIT402=LT && FIT501=GT,1.0,477,477,4
1560457,1560457,AIT203=LT && LIT301=GT && AIT501=GT && FIT501=GT,1.0,477,477,4
1560502,1560502,AIT203=LT && LIT301=GT && AIT502=LT && FIT501=GT,1.0,477,477,4
1560617,1560617,AIT203=LT && LIT301=GT && FIT501=GT && FIT503=LT,1.0,477,477,4
1560621,1560621,AIT203=LT && LIT301=GT && FIT501=GT && PIT501=LT,1.0,477,477,4
1560623,1560623,AIT203=LT && LIT301=GT && FIT501=GT && PIT502=LT,1.0,477,477,4
1560625,1560625,AIT203=LT && LIT301=GT && FIT501=GT && PIT503=LT,1.0,477,477,4
1560629,1560629,AIT203=LT && LIT301=GT && FIT501=GT && AIT201=LT,1.0,477,477,4
228550,228550,P101=one && AIT202=LT && LIT301=GT && FIT401=GT,1.0,469,469,4
372000,372000,P203=one && AIT202=LT && LIT301=GT && FIT401=GT,1.0,469,469,4
504349,504349,P205=one && AIT202=LT && LIT301=GT && FIT401=GT,1.0,469,469,4
683340,683340,P401=two && AIT202=LT && LIT301=GT && FIT401=GT,1.0,469,469,4
790474,790474,P601=one && AIT202=LT && LIT301=GT && FIT401=GT,1.0,469,469,4
888495,888495,MV301=one && AIT202=LT && LIT301=GT && FIT401=GT,1.0,469,469,4
1097130,1097130,MV302=two && AIT202=LT && LIT301=GT && FIT401=GT,1.0,469,469,4
1133120,1133120,MV304=one && AIT202=LT && LIT301=GT && FIT401=GT,1.0,469,469,4
1230705,1230705,UV401=two && AIT202=LT && LIT301=GT && FIT401=GT,1.0,469,469,4
1287685,1287685,MV101=one && AIT202=LT && LIT301=GT && FIT401=GT,1.0,469,469,4
1405075,1405075,MV201=one && AIT202=LT && LIT301=GT && FIT401=GT,1.0,469,469,4
1424675,1424675,MV303=one && AIT202=LT && LIT301=GT && FIT401=GT,1.0,469,469,4
1476610,1476610,FIT101=LT && AIT202=LT && LIT301=GT && FIT401=GT,1.0,469,469,4
1505980,1505980,LIT101=GT && AIT202=LT && LIT301=GT && FIT401=GT,1.0,469,469,4
1546089,1546089,AIT202=LT && FIT201=LT && LIT301=GT && FIT401=GT,1.0,469,469,4
1546755,1546755,AIT202=LT && DPIT301=LT && LIT301=GT && FIT401=GT,1.0,469,469,4
1547980,1547980,AIT202=LT && FIT301=LT && LIT301=GT && FIT401=GT,1.0,469,469,4
1549626,1549626,AIT202=LT && LIT301=GT && AIT402=LT && FIT401=GT,1.0,469,469,4
1549687,1549687,AIT202=LT && LIT301=GT && FIT401=GT && AIT501=GT,1.0,469,469,4
1549689,1549689,AIT202=LT && LIT301=GT && FIT401=GT && AIT502=LT,1.0,469,469,4
1549699,1549699,AIT202=LT && LIT301=GT && FIT401=GT && FIT503=LT,1.0,469,469,4
1549703,1549703,AIT202=LT && LIT301=GT && FIT401=GT && PIT501=LT,1.0,469,469,4
1549705,1549705,AIT202=LT && LIT301=GT && FIT401=GT && PIT502=LT,1.0,469,469,4
1549707,1549707,AIT202=LT && LIT301=GT && FIT401=GT && PIT503=LT,1.0,469,469,4
1549711,1549711,AIT202=LT && LIT301=GT && FIT401=GT && AIT201=LT,1.0,469,469,4
1549695,1549695,AIT202=LT && LIT301=GT && FIT401=GT && FIT501=GT,1.0,467,467,4
229370,229370,P101=one && AIT203=LT && LIT301=GT && FIT401=GT,1.0,466,466,4
372820,372820,P203=one && AIT203=LT && LIT301=GT && FIT401=GT,1.0,466,466,4
505169,505169,P205=one && AIT203=LT && LIT301=GT && FIT401=GT,1.0,466,466,4
684160,684160,P401=two && AIT203=LT && LIT301=GT && FIT401=GT,1.0,466,466,4
791294,791294,P601=one && AIT203=LT && LIT301=GT && FIT401=GT,1.0,466,466,4
889315,889315,MV301=one && AIT203=LT && LIT301=GT && FIT401=GT,1.0,466,466,4
1097950,1097950,MV302=two && AIT203=LT && LIT301=GT && FIT401=GT,1.0,466,466,4
1133940,1133940,MV304=one && AIT203=LT && LIT301=GT && FIT401=GT,1.0,466,466,4
1231525,1231525,UV401=two && AIT203=LT && LIT301=GT && FIT401=GT,1.0,466,466,4
1288505,1288505,MV101=one && AIT203=LT && LIT301=GT && FIT401=GT,1.0,466,466,4
1405895,1405895,MV201=one && AIT203=LT && LIT301=GT && FIT401=GT,1.0,466,466,4
1425495,1425495,MV303=one && AIT203=LT && LIT301=GT && FIT401=GT,1.0,466,466,4
1477430,1477430,FIT101=LT && AIT203=LT && LIT301=GT && FIT401=GT,1.0,466,466,4
1506800,1506800,LIT101=GT && AIT203=LT && LIT301=GT && FIT401=GT,1.0,466,466,4
1543865,1543865,AIT202=LT && AIT203=LT && LIT301=GT && FIT401=GT,1.0,466,466,4
1556749,1556749,AIT203=LT && FIT201=LT && LIT301=GT && FIT401=GT,1.0,466,466,4
1557415,1557415,AIT203=LT && DPIT301=LT && LIT301=GT && FIT401=GT,1.0,466,466,4
1558640,1558640,AIT203=LT && FIT301=LT && LIT301=GT && FIT401=GT,1.0,466,466,4
1560286,1560286,AIT203=LT && LIT301=GT && AIT402=LT && FIT401=GT,1.0,466,466,4
1560347,1560347,AIT203=LT && LIT301=GT && FIT401=GT && AIT501=GT,1.0,466,466,4
1560349,1560349,AIT203=LT && LIT301=GT && FIT401=GT && AIT502=LT,1.0,466,466,4
1560359,1560359,AIT203=LT && LIT301=GT && FIT401=GT && FIT503=LT,1.0,466,466,4
1560363,1560363,AIT203=LT && LIT301=GT && FIT401=GT && PIT501=LT,1.0,466,466,4
1560365,1560365,AIT203=LT && LIT301=GT && FIT401=GT && PIT502=LT,1.0,466,466,4
1560367,1560367,AIT203=LT && LIT301=GT && FIT401=GT && PIT503=LT,1.0,466,466,4
1560371,1560371,AIT203=LT && LIT301=GT && FIT401=GT && AIT201=LT,1.0,466,466,4
1560355,1560355,AIT203=LT && LIT301=GT && FIT401=GT && FIT501=GT,1.0,464,464,4
228564,228564,P101=one && AIT202=LT && LIT301=GT && FIT502=GT,1.0,446,446,4
229384,229384,P101=one && AIT203=LT && LIT301=GT && FIT502=GT,1.0,446,446,4
372014,372014,P203=one && AIT202=LT && LIT301=GT && FIT502=GT,1.0,446,446,4
372834,372834,P203=one && AIT203=LT && LIT301=GT && FIT502=GT,1.0,446,446,4
504363,504363,P205=one && AIT202=LT && LIT301=GT && FIT502=GT,1.0,446,446,4
505183,505183,P205=one && AIT203=LT && LIT301=GT && FIT502=GT,1.0,446,446,4
683354,683354,P401=two && AIT202=LT && LIT301=GT && FIT502=GT,1.0,446,446,4
684174,684174,P401=two && AIT203=LT && LIT301=GT && FIT502=GT,1.0,446,446,4
790488,790488,P601=one && AIT202=LT && LIT301=GT && FIT502=GT,1.0,446,446,4
791308,791308,P601=one && AIT203=LT && LIT301=GT && FIT502=GT,1.0,446,446,4
888509,888509,MV301=one && AIT202=LT && LIT301=GT && FIT502=GT,1.0,446,446,4
889329,889329,MV301=one && AIT203=LT && LIT301=GT && FIT502=GT,1.0,446,446,4
1097144,1097144,MV302=two && AIT202=LT && LIT301=GT && FIT502=GT,1.0,446,446,4
1097964,1097964,MV302=two && AIT203=LT && LIT301=GT && FIT502=GT,1.0,446,446,4
1133134,1133134,MV304=one && AIT202=LT && LIT301=GT && FIT502=GT,1.0,446,446,4
1133954,1133954,MV304=one && AIT203=LT && LIT301=GT && FIT502=GT,1.0,446,446,4
1230719,1230719,UV401=two && AIT202=LT && LIT301=GT && FIT502=GT,1.0,446,446,4
1231539,1231539,UV401=two && AIT203=LT && LIT301=GT && FIT502=GT,1.0,446,446,4
1287699,1287699,MV101=one && AIT202=LT && LIT301=GT && FIT502=GT,1.0,446,446,4
1288519,1288519,MV101=one && AIT203=LT && LIT301=GT && FIT502=GT,1.0,446,446,4
1405089,1405089,MV201=one && AIT202=LT && LIT301=GT && FIT502=GT,1.0,446,446,4
1405909,1405909,MV201=one && AIT203=LT && LIT301=GT && FIT502=GT,1.0,446,446,4
1424689,1424689,MV303=one && AIT202=LT && LIT301=GT && FIT502=GT,1.0,446,446,4
1425509,1425509,MV303=one && AIT203=LT && LIT301=GT && FIT502=GT,1.0,446,446,4
1476624,1476624,FIT101=LT && AIT202=LT && LIT301=GT && FIT502=GT,1.0,446,446,4
1477444,1477444,FIT101=LT && AIT203=LT && LIT301=GT && FIT502=GT,1.0,446,446,4
1505994,1505994,LIT101=GT && AIT202=LT && LIT301=GT && FIT502=GT,1.0,446,446,4
